postcode,postcodelat,postcodelong,lsoacode,lsoaname,lsoalat,lsoalong,IMD-rank
B17 9QT,52.459392,-1.959963,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9RJ,52.457676,-1.960892,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9QU,52.46039,-1.959521,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9DA,52.459357,-1.96142,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 0AH,52.455805,-1.96032,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9TJ,52.459537,-1.962907,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9DB,52.459114,-1.9612,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9RL,52.457649,-1.963203,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9TL,52.459214,-1.964379,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9DD,52.458404,-1.96098,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 9RN,52.457621,-1.958567,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B17 0SR,52.454638,-1.964323,E01009072,Birmingham 075E,52.45731,-1.96086,15066
B45 0HE,52.400961,-2.021641,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9YH,52.396493,-2.016275,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RX,52.397545,-2.01751,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 0HF,52.401653,-2.023156,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RY,52.398453,-2.018847,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 0HG,52.401024,-2.022259,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RF,52.394848,-2.017596,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 0HH,52.401383,-2.023449,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9JL,52.394831,-2.013335,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RG,52.394965,-2.016583,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SQ,52.399253,-2.01826,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RH,52.395235,-2.016803,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 0HJ,52.401392,-2.024008,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SA,52.398471,-2.019538,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RL,52.395738,-2.017362,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SB,52.399406,-2.020009,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SW,52.397752,-2.019038,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RN,52.395513,-2.018126,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9UB,52.400538,-2.019921,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 0HQ,52.400771,-2.023772,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SE,52.399253,-2.018907,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RP,52.396295,-2.018743,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SF,52.399523,-2.017275,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9LB,52.396772,-2.019332,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SG,52.398759,-2.017966,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RR,52.397014,-2.019082,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SH,52.399775,-2.018613,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RS,52.396259,-2.017685,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9LD,52.398381,-2.020023,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RT,52.39661,-2.017392,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9YE,52.396628,-2.015937,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9SJ,52.399945,-2.017893,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RU,52.39617,-2.01695,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9TT,52.400044,-2.021112,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 0HD,52.400907,-2.020612,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9TU,52.399945,-2.019833,E01009160,Birmingham 125E,52.39814,-2.01848,817
B45 9RW,52.395235,-2.015084,E01009160,Birmingham 125E,52.39814,-2.01848,817
B28 1DU,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1DX,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9PY,52.425255,-1.833494,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9AF,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9LH,52.425889,-1.836918,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9PZ,52.42646,-1.833578,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1DQ,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9LJ,52.424928,-1.837672,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1DR,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 8HF,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1BT,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9EF,52.428242,-1.841719,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 0XQ,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9EG,52.428822,-1.838628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1DT,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9JN,52.425742,-1.83483,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9EH,52.427297,-1.841207,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9PJ,52.427824,-1.831984,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9HP,52.427298,-1.842266,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1DA,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 0ZR,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9HQ,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9JP,52.428207,-1.835851,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9QA,52.426081,-1.833167,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9QB,52.426846,-1.833135,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1BE,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 0HN,52.427623,-1.842868,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9JR,52.426715,-1.83615,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9YQ,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9EL,52.427348,-1.838928,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9QD,52.427908,-1.833984,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9QY,52.427253,-1.835354,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9EN,52.426952,-1.83887,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 0WP,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9QZ,52.427216,-1.83481,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9QF,52.426479,-1.834283,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9HW,52.427352,-1.842281,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9DF,52.429625,-1.841184,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9EP,52.425749,-1.840242,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1AA,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9JW,52.425752,-1.835742,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9EQ,52.428427,-1.838777,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9PS,52.426071,-1.832285,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 0EL,52.428495,-1.843203,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9ER,52.425289,-1.838553,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9HF,52.426679,-1.842739,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1AX,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9HG,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 0XJ,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9JF,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 8QD,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9LE,52.428118,-1.836513,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9HH,52.429989,-1.843919,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9LF,52.427048,-1.836723,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9NY,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 9LG,52.426457,-1.837975,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 0WD,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1EE,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1EF,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1EG,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1EA,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1EB,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B28 1ED,52.429098,-1.843628,E01009035,Birmingham 108C,52.42716,-1.83761,12654
B23 5HP,52.535745,-1.872293,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7TB,52.532238,-1.87991,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7ED,52.528521,-1.867376,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7HL,52.527652,-1.8704,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 5HR,52.535349,-1.871454,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7XU,52.530693,-1.872249,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B44 0HE,52.534931,-1.875848,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7XX,52.530108,-1.871572,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B44 0HF,52.534008,-1.878357,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B44 0HG,52.535504,-1.873783,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7HR,52.52775,-1.869398,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B44 0ET,52.533136,-1.878728,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 5HX,52.53559,-1.870568,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7TJ,52.532021,-1.878554,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7HS,52.527689,-1.871241,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 5HF,52.535052,-1.871071,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7XL,52.532681,-1.873393,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7AS,52.533078,-1.866949,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 5HJ,52.535385,-1.872161,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7AT,52.53381,-1.869704,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7AU,52.534829,-1.873401,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B44 0HQ,52.533917,-1.877591,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B23 7XR,52.532014,-1.872024,E01009123,Birmingham 022A,52.53182,-1.87147,3997
B31 3DF,52.405379,-1.956674,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XL,52.407284,-1.953247,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XN,52.406296,-1.955247,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XP,52.406044,-1.955997,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3HH,52.403825,-1.959939,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XQ,52.406835,-1.956305,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3DL,52.405531,-1.954381,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XR,52.406107,-1.957247,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XS,52.406917,-1.957981,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XT,52.406153,-1.958643,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XU,52.405992,-1.959775,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XA,52.405407,-1.960187,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XB,52.405066,-1.960834,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XW,52.40608,-1.954645,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XX,52.405272,-1.958585,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XD,52.406244,-1.961113,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XE,52.40725,-1.959024,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3TH,52.407368,-1.962229,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3HQ,52.404759,-1.958012,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XF,52.407241,-1.960289,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3HR,52.40386,-1.958263,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XG,52.40688,-1.955291,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XH,52.407294,-1.956555,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3BZ,52.40422,-1.958615,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B31 3XJ,52.406978,-1.954321,E01009211,Birmingham 120C,52.40615,-1.95754,14922
B10 9AU,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4XB,52.482275,-1.851171,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4EF,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 0ZH,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UP,52.480248,-1.854992,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 0UW,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4XD,52.480506,-1.852547,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4TG,52.480684,-1.859069,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B8 1DL,52.483561,-1.859295,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UQ,52.47836,-1.855027,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4XE,52.479391,-1.852977,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UR,52.480731,-1.85287,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 9XR,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4US,52.480751,-1.854872,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 0UZ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4TJ,52.479827,-1.856628,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4SU,52.477324,-1.853573,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 0HF,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 9ED,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 0HG,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UA,52.480134,-1.857922,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4TL,52.480889,-1.857198,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 0UH,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 0XQ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B8 1XD,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UD,52.477659,-1.855471,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UE,52.477783,-1.853601,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4TP,52.478904,-1.858751,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 9WQ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4TR,52.478641,-1.856749,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B8 1BY,52.483198,-1.856322,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UH,52.478781,-1.853789,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4TS,52.476736,-1.857491,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B8 1AQ,52.481117,-1.859774,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4TA,52.478514,-1.856308,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B10 9WA,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4JJ,52.479033,-1.853656,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UL,52.479313,-1.854936,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4TD,52.47953,-1.856201,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 4UN,52.479742,-1.85333,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 5HU,52.477783,-1.853601,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9DN,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9ED,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 5HW,52.477664,-1.851805,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9GW,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9FN,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 5HE,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9BB,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 5LF,52.482139,-1.850553,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 5NF,52.481438,-1.850953,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9FE,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9EQ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9GQ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 5ZY,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 5HS,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9FJ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9AD,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 5AQ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9JJ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9JL,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9JN,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9JQ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9JR,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9HU,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9HZ,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9JF,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B9 9JH,52.477997,-1.851951,E01009198,Birmingham 058D,52.48049,-1.85686,2126
B29 7DE,52.442134,-1.928482,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7AR,52.440948,-1.929205,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7AS,52.440984,-1.928734,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7DG,52.443321,-1.928215,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7AT,52.439662,-1.927912,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7DH,52.44413,-1.928067,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7AU,52.439779,-1.927559,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7AX,52.440587,-1.926925,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7LF,52.441665,-1.924672,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7AY,52.440228,-1.927058,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7AZ,52.441298,-1.92816,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7DQ,52.443411,-1.928701,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7QR,52.43753,-1.926136,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7BU,52.443348,-1.927538,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7BA,52.441649,-1.928085,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7DA,52.439472,-1.926736,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7DB,52.440029,-1.926073,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7BX,52.44314,-1.926744,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7BY,52.441827,-1.926276,E01009286,Birmingham 096C,52.44066,-1.926,19358
B29 7DD,52.441333,-1.926571,E01009286,Birmingham 096C,52.44066,-1.926,19358
B12 9TH,52.459472,-1.887908,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9ST,52.460445,-1.890776,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TJ,52.459066,-1.886997,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9LP,52.457395,-1.887943,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9SU,52.460715,-1.89132,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TL,52.459229,-1.887982,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9JU,52.458855,-1.891427,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TN,52.459257,-1.888762,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TP,52.458466,-1.888838,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9ER,52.460777,-1.889495,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TQ,52.45806,-1.887882,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9ES,52.461028,-1.889141,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TR,52.457882,-1.889148,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TT,52.46011,-1.888289,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TU,52.458113,-1.887132,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TW,52.458836,-1.890633,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TX,52.458877,-1.886659,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TY,52.458427,-1.885968,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9SP,52.459994,-1.888864,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TZ,52.458427,-1.885968,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B12 9TG,52.458016,-1.888751,E01009374,Birmingham 084B,52.46007,-1.88872,1182
B73 5JH,52.540168,-1.829476,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5NF,52.53693,-1.828589,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5NG,52.536033,-1.829802,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5JJ,52.538678,-1.830824,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5EX,52.537309,-1.835695,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1BB,52.535328,-1.826841,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5NH,52.536616,-1.828989,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5EY,52.538084,-1.83668,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5JL,52.537392,-1.831065,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5EZ,52.53758,-1.836357,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5HN,52.536848,-1.833898,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5NJ,52.535646,-1.829538,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5JN,52.536906,-1.830595,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5JP,52.534984,-1.831693,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1BH,52.534856,-1.823895,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1AU,52.536145,-1.826705,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5HA,52.537668,-1.835177,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5NQ,52.536426,-1.828031,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5HB,52.538207,-1.834659,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5JA,52.536703,-1.833353,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5HW,52.537754,-1.832744,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1AX,52.535543,-1.826899,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1YG,52.537288,-1.827556,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5HD,52.537909,-1.834174,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5JW,52.536323,-1.831673,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1YH,52.536326,-1.827265,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5HF,52.538576,-1.835439,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5NB,52.538109,-1.829322,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1YJ,52.535158,-1.827933,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5HG,52.538927,-1.835276,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1AH,52.534741,-1.825369,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B72 1DP,52.539373,-1.826766,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5HH,52.536684,-1.832586,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5LZ,52.539528,-1.828358,E01009462,Birmingham 018F,52.53748,-1.83039,14341
B73 5NE,52.537587,-1.828955,E01009462,Birmingham 018F,52.53748,-1.83039,14341
